Код;Проведена;Дата;ХозОперация;Поступление;Списание;Контрагент;Заказ;Наша организация;Наш р/счет;ЗаказСНашейСтороны;Менеджер;Комментарий 1;Комментарий 2
4966;ИСТИНА;19.06.2015;60;172 773,00;0,00;275;548;98;10;194;;Платежное поручение № 329 от 18.06.2015 (340):172773.00.Оплата за бумагу туал. по счету № УТ-103 от 17.06.2015г, тов.накл. № 00УТ-000103 от 17.06.2015г. Гр.пр.дог. № 0373-67/14 от 07.08.2014г. НДС(18%)-26355-20.;
4929;ИСТИНА;19.06.2015;49;0,00;249 931,92;86;170;98;10;194;;Платежное поручение № 424 от 19.06.2015 Оплата за тнп по сч№1167 от 15,06,2015г.;
5036;ИСТИНА;19.06.2015;30;0,00;30,00;649;1296;98;10;194;;Банковский ордер № 78650 от 19.06.2015 Комиссия за ПП/ПТ в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы): №424 (249931.92 RUR ) от 19/06/15. Без НДС;
4969;ИСТИНА;22.06.2015;60;49 207,50;0,00;275;548;98;10;194;;Платежное поручение № 337 от 19.06.2015 (340):49207.50. Оплата за бумагу туал. по счету № УТ-102 от 17.06.2015г (Ф-л №1), тов.накл. № 00УТ-000102 от 17.06.2015г. Гр.пр.дог. № 0373-67/14 от 07.08.2014г. НДС(18%)-7506-23.;
4924;ИСТИНА;22.06.2015;49;0,00;1 000,00;48;94;98;10;194;;Платежное поручение № 433 от 22.06.2015 Оплата за услуги почты по сч№77/31/05/7711757/1 от 31,05,2015г.;
5005;ИСТИНА;22.06.2015;60;41 284,66;0,00;497;992;98;10;194;;Платежное поручение № 458 от 22.06.2015 Счет-фактура УТ-95 от 10.06.2015г. хозяйственные товары (туалетная бумага, перчатки) ГК 16/340 от 08.05.15г.в т.ч.НДС(18%)- 6297,66;
5102;ИСТИНА;22.06.2015;49;0,00;258 690,23;822;1642;98;10;194;;Платежное поручение № 427 от 22.06.2015 Оплата за электроприборы по сч№мрд.пни40805 от 16,06,2015, №мрд.пни40805 от 16,06,2015г;
5088;ИСТИНА;22.06.2015;53;9 089,59;0,00;761;1520;98;10;194;;Платежное поручение № 634234 от 22.06.2015 ВОЗВРАТ СРЕДСТВ ПО ПП NO 396 ОТ 10/06/2015 УТОЧНИТЕ НАИМЕНОВАНИЕ ПОЛУЧАТЕЛЯ ПЛАТЕЖА;
4961;ИСТИНА;22.06.2015;51;0,00;12 785,00;263;524;98;10;194;;"Платежное поручение № 425 от 22.06.2015 Обеспечение исполнения государственного контракта
Обеспечение исполнения государственного контракта";
5039;ИСТИНА;22.06.2015;30;0,00;210,00;649;1296;98;10;194;;"Банковский ордер № 203305 от 22.06.2015 Комиссия за ПП/ПТ в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы):  Документ(ы):; от 22/06/15 №№: 425 (12785 RUR ), 429 (3500.12 RUR ), 428 (3206.6 RUR ), 426 (83735.96";
5028;ИСТИНА;22.06.2015;49;0,00;83 735,96;639;1276;98;10;194;;Платежное поручение № 426 от 22.06.2015 Оплата за товары бытовой химии по счету № 7053 от 19,06,2015г;
5040;ИСТИНА;22.06.2015;30;0,00;16,00;649;1296;98;10;194;;"Банковский ордер № 203311 от 22.06.2015 Комиссия за ПП/ПТ в СБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'.Документ(ы):  Документ(ы):; от 22/06/15 №№: 431 (1772 RUR ), 427 (258690.23 RUR ). Без НДС";
4946;ИСТИНА;22.06.2015;49;0,00;1 772,00;142;282;98;10;194;;Платежное поручение № 431 от 22.06.2015 Оплата за лопаты по сч№1506-100101-39153 от 22,06,2015г.;
4954;ИСТИНА;22.06.2015;60;925 207,53;0,00;230;458;98;10;194;;Платежное поручение № 449 от 19.06.2015 (340) 925207,53 Оплата по счету № УТ-88 (т/н 00УТ-88) от 05.06.15г. За средства гигиены и бытовую химию для проживающих. ГК № 50 от 26.05.15г., в т.ч. НДС - 141133,35;
5127;ИСТИНА;22.06.2015;49;0,00;3 500,12;870;1738;98;10;194;;"Платежное поручение № 429 от 22.06.2015 Оплата за воду по сч№0ЕР/1604410/8080728 от 22
Оплата за воду по сч№0ЕР/1604410/8080728 от 22,06,2015г.";
5128;ИСТИНА;22.06.2015;49;0,00;3 206,60;870;1738;98;10;194;;Платежное поручение № 428 от 22.06.2015 Оплата за тнп по сч№0НХ/1581554/505436 от 22,06,2015г;
5115;ИСТИНА;22.06.2015;49;0,00;5 513,00;845;1688;98;10;194;;Платежное поручение № 432 от 22.06.2015 Оплата по сч№1998 от 22,06,2015г за замок;
4942;ИСТИНА;22.06.2015;49;0,00;10 179,00;140;278;98;10;194;;Платежное поручение № 430 от 22.06.2015 ОПЛАТА ЗА МОП ПО СЧ№2178 ОТ 19,06,2015Г.;
4956;ИСТИНА;22.06.2015;60;118 417,47;0,00;230;458;98;10;194;;Платежное поручение № 448 от 19.06.2015 (340) 118417,47 Оплата по счету № УТ-101 (т/н 00УТ-101) от 17.06.15г. За средства гигиены и бытовую химию для проживающих. ГК № 50 от 26.05.15г., в т.ч. НДС - 18063,68;
4959;ИСТИНА;23.06.2015;53;54 256,31;0,00;242;482;98;10;194;;Платежное поручение № 582 от 22.06.2015 01.Возврат средств,вносимых в качестве обес-ия исполнения Граж.-прав. дог. №71 в сумме 54256,31 (п/п 303 от 08.05.15), НДС не облагается;
5045;ИСТИНА;24.06.2015;30;0,00;120,00;649;1296;98;10;194;;"Банковский ордер № 423040 от 24.06.2015 Комиссия за ПП/ПТ в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы):  Документ(ы):; от 24/06/15 №№: 436 (40368 RUR ), 437 (9089.59 RUR ), 435 (18964.24 RUR ), 434 (51601";
5029;ИСТИНА;24.06.2015;49;0,00;51 601,00;639;1276;98;10;194;;Платежное поручение № 434 от 24.06.2015 Оплата за товары бытовой химии по счету № 7091 от 22,06,2015г, по сч№7122 от 22,06,2015г.;
5164;ИСТИНА;24.06.2015;49;0,00;40 368,00;1161;2320;98;10;194;;Платежное поручение № 436 от 24.06.2015 Оплата по сч№696 от 22,06,2015г за тнп;
5010;ИСТИНА;24.06.2015;53;298 110,30;0,00;564;1126;98;10;194;;Платежное поручение № 890 от 23.06.2015 Возврат денежных средств, вносимых в качестве обеспечения исполнения ГК, участие в открытом аукционе .Поступили по п/п №564 от 18.12.2014г. сумма 298110-30.НДС не облагается П/П N 564 от 18.12.2014;
5087;ИСТИНА;24.06.2015;51;0,00;9 089,59;761;1520;98;10;194;;"Платежное поручение № 437 от 24.06.2015 Обеспечение исполнения контракта
Обеспечение исполнения контракта";
5096;ИСТИНА;24.06.2015;53;19 243,78;0,00;804;1606;98;10;194;;Платежное поручение № 815 от 24.06.2015 возврат денежных средств, поступивших в качестве исполнения государственного контракта.;
5133;ИСТИНА;24.06.2015;49;0,00;18 964,24;870;1738;98;10;194;;Платежное поручение № 435 от 24.06.2015 Оплата за перчатки по сч№0НХ/1581554/506490 от 23,06,2015г.;
5161;ИСТИНА;25.06.2015;62;0,00;4 000,00;983;1964;98;10;194;;Платежное поручение № 438 от 25.06.2015 Выплата аванса за июнь2015г. НДС не облагается;
5081;ИСТИНА;25.06.2015;62;0,00;4 800,00;750;1498;98;10;194;;Платежное поручение № 439 от 25.06.2015 Выплата аванса за июнь 2015г. НДС не облагается;
5141;ИСТИНА;25.06.2015;60;109 643,00;0,00;919;1836;98;10;194;;Платежное поручение № 563 от 25.06.2015 (00000000000000000340, л/с 20736У94380) Оплата по сч. № УТ-98 от 16.06.15 за хоз. товары, по контр 0373100128515000011 от 11.06.2015, в т.ч. НДС - 16 725,21;
4957;ИСТИНА;25.06.2015;53;86 250,00;0,00;230;458;98;10;194;;Платежное поручение № 463 от 25.06.2015 02 Возврат фин.обесп. исполнения госконтракта.В счет п/п № 336 от 21.05.15 г. на сумму 86250,00 руб. НДС не облагается.;
5084;ИСТИНА;25.06.2015;62;0,00;6 000,00;752;1502;98;10;194;;Платежное поручение № 440 от 25.06.2015 Выплата аванса за июнь 2015г. НДС не облагается;
4990;ИСТИНА;25.06.2015;59;0,00;980 000,00;458;914;98;10;194;;Платежное поручение № 442 от 25.06.2015 Предоплата за хоз. товары  согласно Дог. поставки №5291 от 20.03.2014г.;
4971;ИСТИНА;25.06.2015;53;93 700,00;0,00;275;548;98;10;194;;Платежное поручение № 376 от 25.06.2015 02. Возврат обеспечения исполнения контракта по п/п № 249 от 30.07.2014г. НДС не облагается.;
5002;ИСТИНА;25.06.2015;62;0,00;6 000,00;478;954;98;10;194;;Платежное поручение № 441 от 25.06.2015 Выплата аванса за июнь 2015г. НДС не облагается;
4976;ИСТИНА;25.06.2015;53;20 000,00;0,00;297;592;98;10;194;;Платежное поручение № 697 от 25.06.2015 Возврат денежных средств по п/п №387 от 09.06.2015г. Обеспечение исполнения государственного контракта НДС не облагается;
5034;ИСТИНА;25.06.2015;30;0,00;24,00;649;1296;98;10;194;;"Банковский ордер № 534130 от 25.06.2015 Комиссия за ПП/ПТ в СБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'.Документ(ы):  Документ(ы):; от 25/06/15 №№: 439 (4800 RUR ), 441 (6000 RUR ), 440 (6000 RUR ). Без НДС";
5048;ИСТИНА;25.06.2015;30;0,00;60,00;649;1296;98;10;194;;"Банковский ордер № 534120 от 25.06.2015 Комиссия за ПП/ПТ в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы):  Документ(ы):; от 25/06/15 №№: 438 (4000 RUR ), 442 (980000 RUR ). Без НДС";
4934;ИСТИНА;25.06.2015;60;16 380,00;0,00;117;232;98;10;194;;"Платежное поручение № 942 от 24.06.2015 (340):16380-00; Оплата за жидкое мыло и др. по ГПД 0373200188015000059-51450 от 13.05.15г., счет УТ-105 от 19.06.15г., т/н ООУТ-000105 от 19.06.15г. НДС- 2498-64.";
4970;ИСТИНА;26.06.2015;60;47 749,50;0,00;275;548;98;10;194;;Платежное поручение № 374 от 25.06.2015 (340):47749.50. Оплата за бумагу туал. по счету № УТ-93 от 10.06.2015г (Ф-л №3), тов.накл. № 00УТ-000093 от 10.06.2015г. Гр.пр.дог. № 0373-67/14 от 07.08.2014г. НДС(18%)-7283-82.;
